CustomerID,Transactions,Total_Spending,Avg_Spending,Total_Quantity,First_Purchase,Last_Purchase,Products,Lifetime_Days
12562.0,7,3781.7400000000002,22.510357142857146,1779,2011-05-25 12:44:00,2011-12-01 17:20:00,99,191
12564.0,1,456.9,21.757142857142856,133,2011-03-23 14:55:00,2011-03-23 14:55:00,21,1
12565.0,2,160.67,16.067,85,2011-02-24 10:34:00,2011-03-03 11:43:00,9,8
12566.0,2,356.6,17.830000000000002,266,2011-09-14 14:30:00,2011-09-28 09:57:00,19,14
12567.0,11,9687.62,20.923585313174947,4521,2010-12-05 11:57:00,2011-11-17 11:02:00,323,347
12569.0,35,4184.39,21.907801047120422,1809,2011-04-01 13:47:00,2011-12-07 16:24:00,92,251
12571.0,2,519.61,15.28264705882353,523,2011-08-10 12:35:00,2011-10-31 10:19:00,31,82
12572.0,3,1036.1200000000001,16.71161290322581,454,2011-10-19 08:20:00,2011-12-01 09:20:00,53,44
12573.0,1,160.54000000000002,5.733571428571429,84,2011-04-26 15:52:00,2011-04-26 15:52:00,26,1
12574.0,1,218.45,19.85909090909091,61,2011-01-28 09:20:00,2011-01-28 09:20:00,11,1
12576.0,6,1324.68,14.884044943820225,970,2011-02-08 11:31:00,2011-11-04 10:11:00,72,269
12577.0,4,720.2,4.866216216216216,478,2010-12-15 16:21:00,2011-11-04 13:28:00,137,324
12578.0,4,2835.66,23.630499999999998,1221,2011-01-05 10:46:00,2011-11-18 13:30:00,112,318
12579.0,3,470.12,15.165161290322581,292,2011-09-22 17:15:00,2011-09-27 13:57:00,29,5
12580.0,1,415.7,17.320833333333333,238,2011-04-07 10:24:00,2011-04-07 10:24:00,24,1
12581.0,1,197.71,13.180666666666667,161,2011-10-31 08:56:00,2011-10-31 08:56:00,15,1
12582.0,2,511.36,23.243636363636366,300,2011-02-24 11:42:00,2011-04-15 08:45:00,21,50
12583.0,18,7375.42,29.38414342629482,5111,2010-12-01 08:45:00,2011-12-07 08:07:00,115,371
12584.0,18,2782.35,22.082142857142856,478,2011-03-04 15:15:00,2011-12-06 09:35:00,44,277
12585.0,4,2097.39,21.622577319587627,1300,2010-12-23 12:58:00,2011-04-19 13:39:00,77,118
12586.0,2,213.94000000000003,17.828333333333337,81,2010-12-06 09:31:00,2011-11-22 16:24:00,12,352
12587.0,1,144.0,36.0,51,2011-12-02 12:47:00,2011-12-02 12:47:00,4,1
12588.0,1,214.89999999999998,21.49,53,2011-10-31 15:01:00,2011-10-31 15:01:00,10,1
12589.0,2,646.68,18.47657142857143,306,2011-07-18 12:05:00,2011-11-11 10:19:00,29,116
12590.0,3,9867.14,140.95914285714284,4287,2011-05-12 14:46:00,2011-06-02 14:25:00,68,21
12591.0,1,452.84999999999997,17.41730769230769,228,2011-01-26 14:35:00,2011-01-26 14:35:00,26,1
12592.0,2,437.6,24.311111111111114,290,2011-05-10 13:44:00,2011-09-08 15:04:00,11,122
12593.0,3,418.09999999999997,19.909523809523808,206,2011-05-05 09:29:00,2011-08-23 12:43:00,14,111
12594.0,11,3356.2200000000003,28.20352941176471,1778,2011-01-21 09:52:00,2011-11-02 12:20:00,50,286
12596.0,2,618.27,22.898888888888887,474,2011-04-11 13:22:00,2011-10-19 13:02:00,25,191
12597.0,5,3939.31,18.40799065420561,2285,2011-03-16 14:00:00,2011-11-20 13:33:00,184,249
12598.0,9,3043.48,22.883308270676693,1988,2011-02-28 11:58:00,2011-11-30 12:18:00,84,276
12599.0,7,1032.58,16.654516129032256,956,2011-02-08 13:28:00,2011-11-10 13:34:00,32,276
12600.0,11,2617.04,40.26215384615384,775,2010-12-03 12:57:00,2011-11-11 10:29:00,32,343
12601.0,6,584.5600000000001,20.157241379310346,246,2011-01-11 10:38:00,2011-06-03 10:17:00,21,143
12602.0,1,153.12,12.76,162,2011-10-12 11:22:00,2011-10-12 11:22:00,12,1
12603.0,1,779.66,259.88666666666666,64,2011-11-18 10:42:00,2011-11-18 10:42:00,3,1
12604.0,2,254.18,15.88625,201,2011-03-23 12:06:00,2011-09-21 14:08:00,15,183
12605.0,1,7.5,2.5,4,2010-12-09 15:41:00,2010-12-09 15:41:00,3,1
12607.0,2,3159.02,15.63871287128713,2456,2011-10-10 16:06:00,2011-10-12 16:17:00,101,3
12609.0,3,1126.85,18.78083333333333,648,2011-01-25 15:13:00,2011-09-22 16:34:00,57,241
12610.0,7,2141.09,19.2890990990991,1070,2011-08-05 13:52:00,2011-11-17 09:34:00,85,104
12611.0,1,1193.32,18.35876923076923,846,2011-10-18 13:12:00,2011-10-18 13:12:00,65,1
12612.0,2,764.49,36.40428571428571,273,2011-09-26 15:35:00,2011-10-13 12:12:00,19,17
12613.0,6,3469.78,21.286993865030677,1692,2011-03-22 15:42:00,2011-11-08 13:30:00,124,231
12614.0,1,315.6,15.780000000000001,76,2011-03-07 10:22:00,2011-03-07 10:22:00,20,1
12615.0,4,2291.19,21.820857142857143,1376,2011-06-24 13:35:00,2011-12-07 15:02:00,82,167
12616.0,5,769.35,21.370833333333334,295,2011-02-15 14:17:00,2011-09-15 17:02:00,25,213
12617.0,1,355.53,8.465,213,2011-11-10 14:39:00,2011-11-10 14:39:00,39,1
12618.0,1,177.31,16.11909090909091,96,2011-11-18 11:10:00,2011-11-18 11:10:00,11,1
12619.0,13,4067.67,42.817578947368425,3402,2011-03-31 13:10:00,2011-11-23 14:52:00,50,238
12620.0,3,1339.41,14.558804347826088,1181,2011-05-19 12:10:00,2011-11-25 10:20:00,89,190
12621.0,23,13767.27,29.04487341772152,7476,2010-12-09 10:16:00,2011-12-08 11:25:00,261,365
12622.0,1,180.1,16.37272727272727,69,2011-04-21 16:39:00,2011-04-21 16:39:00,11,1
12623.0,1,305.1,16.950000000000003,191,2011-03-08 13:50:00,2011-03-08 13:50:00,18,1
12624.0,2,641.13,16.87184210526316,355,2011-06-15 12:34:00,2011-08-25 15:04:00,36,72
12625.0,3,2753.32,30.256263736263737,1647,2011-01-24 13:27:00,2011-05-12 09:54:00,74,108
12626.0,13,6852.61,22.321205211726383,3556,2011-01-17 11:01:00,2011-11-16 16:06:00,232,304
12627.0,7,4478.53,19.47186956521739,2752,2011-07-22 13:59:00,2011-11-29 12:07:00,162,130
12628.0,4,803.3100000000001,18.681627906976747,451,2011-10-06 09:28:00,2011-12-05 13:15:00,34,61
12630.0,2,1270.88,19.8575,548,2011-10-27 10:41:00,2011-11-30 10:48:00,60,35
12631.0,1,640.5,20.661290322580644,236,2011-10-13 13:53:00,2011-10-13 13:53:00,31,1
12633.0,5,2187.33,21.23621359223301,1175,2011-02-25 08:44:00,2011-10-12 11:40:00,73,230
12635.0,2,1689.18,16.724554455445546,1172,2011-07-08 08:43:00,2011-09-11 11:04:00,96,66
12637.0,10,6090.55,15.458248730964467,3014,2011-01-20 10:47:00,2011-10-03 13:46:00,205,257
12638.0,1,671.69,17.222820512820515,577,2011-11-06 13:11:00,2011-11-06 13:11:00,39,1
12639.0,1,486.1,22.095454545454547,201,2011-04-15 12:48:00,2011-04-15 12:48:00,22,1
12640.0,3,1174.58,22.16188679245283,311,2011-09-19 12:01:00,2011-11-16 11:52:00,47,58
12641.0,1,185.9,18.59,72,2011-08-16 13:26:00,2011-08-16 13:26:00,10,1
12642.0,3,1013.26,21.558723404255318,552,2011-08-24 09:23:00,2011-11-14 15:03:00,39,83
12643.0,6,3344.64,139.35999999999999,1808,2011-01-11 11:48:00,2011-08-03 12:56:00,11,205
12644.0,1,477.91,15.416451612903227,325,2011-08-02 10:33:00,2011-08-02 10:33:00,31,1
12645.0,5,1794.98,24.256486486486487,1096,2011-01-27 13:08:00,2011-11-06 12:38:00,58,283
12646.0,2,1346.97,29.932666666666666,897,2011-10-21 12:52:00,2011-12-05 10:14:00,43,45
12647.0,13,3783.67,29.559921875,1444,2010-12-05 14:02:00,2011-11-17 12:56:00,79,347
12648.0,1,318.05,15.145238095238096,160,2011-07-08 11:55:00,2011-07-08 11:55:00,21,1
12649.0,4,643.31,19.494242424242422,598,2010-12-09 14:42:00,2011-08-24 14:41:00,30,258
12650.0,1,314.44,15.722,254,2011-12-06 16:34:00,2011-12-06 16:34:00,20,1
12651.0,1,114.0,12.666666666666666,78,2011-01-09 12:46:00,2011-01-09 12:46:00,9,1
12652.0,2,925.4300000000001,18.145686274509806,508,2011-01-12 15:00:00,2011-01-21 17:01:00,48,10
12653.0,2,2209.85,51.391860465116274,919,2011-02-16 10:53:00,2011-07-14 10:41:00,37,148
12654.0,5,601.98,15.841578947368422,264,2011-02-17 13:16:00,2011-11-29 10:10:00,31,285
12656.0,8,4119.62,31.689384615384615,1738,2011-04-11 09:45:00,2011-11-22 13:42:00,89,226
12657.0,5,2134.3,38.112500000000004,1434,2011-09-22 11:40:00,2011-11-28 15:47:00,35,68
12658.0,1,686.05,19.056944444444444,320,2011-11-21 10:22:00,2011-11-21 10:22:00,36,1
12659.0,1,91.68,18.336000000000002,105,2011-11-10 11:53:00,2011-11-10 11:53:00,5,1
12660.0,1,245.1,18.853846153846153,127,2011-11-28 13:26:00,2011-11-28 13:26:00,13,1
12662.0,12,3882.48,16.734827586206897,2076,2010-12-01 13:04:00,2011-12-09 11:59:00,129,373
12664.0,10,4899.88,128.9442105263158,1204,2011-01-21 11:42:00,2011-12-01 17:07:00,10,315
12665.0,2,64.25,16.0625,38,2011-01-12 09:41:00,2011-01-19 08:34:00,3,7
12666.0,1,227.44,113.72,56,2010-12-15 14:42:00,2010-12-15 14:42:00,2,1
12667.0,1,620.13,18.791818181818183,395,2011-10-12 17:00:00,2011-10-12 17:00:00,33,1
12668.0,6,3871.12,23.042380952380952,1673,2010-12-19 12:46:00,2011-12-02 15:10:00,115,349
12669.0,4,3880.33,38.042450980392154,1116,2011-03-28 10:15:00,2011-07-12 09:54:00,98,106
