CustomerID,Transactions,Total_Spending,Avg_Spending,Total_Quantity,First_Purchase,Last_Purchase,Products,Lifetime_Days,Spending_per_Day
12422.0,3,803.5600000000001,20.604102564102565,370,2011-01-19 09:13:00,2011-09-05 09:48:00,39,230,3.4937391304347827
12423.0,9,1869.51,14.837380952380952,1351,2010-12-21 10:54:00,2011-12-09 10:10:00,97,353,5.296062322946176
12424.0,2,1760.96,58.69866666666667,740,2011-06-30 12:06:00,2011-06-30 12:06:00,30,1,1760.96
12425.0,1,777.2,21.58888888888889,496,2011-09-22 17:31:00,2011-09-22 17:31:00,36,1,777.2
12426.0,1,582.73,19.424333333333333,258,2011-05-29 12:26:00,2011-05-29 12:26:00,30,1,582.73
12427.0,5,943.23,26.949428571428573,830,2010-12-03 10:44:00,2011-11-28 10:48:00,26,361,2.612825484764543
12428.0,12,8035.72,26.785733333333333,3569,2011-03-01 09:33:00,2011-11-14 08:22:00,258,258,31.146201550387598
12429.0,4,3750.4,38.66391752577319,1557,2010-12-09 12:05:00,2011-11-30 17:22:00,82,357,10.50532212885154
12430.0,1,256.4,23.30909090909091,117,2011-10-27 15:09:00,2011-10-27 15:09:00,11,1,256.4
12431.0,18,6583.47,27.431125,2968,2010-12-01 10:03:00,2011-11-04 11:55:00,163,339,19.420265486725665
12432.0,5,5059.32,46.845555555555556,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,107,130,38.91784615384615
12433.0,7,13375.87,31.847309523809525,11071,2010-12-01 13:24:00,2011-12-09 10:02:00,219,373,35.86024128686327
12434.0,4,847.09,15.686851851851852,415,2010-12-14 11:12:00,2011-09-16 12:38:00,49,277,3.058086642599278
12435.0,2,7829.89,217.49694444444447,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,31,189,41.42798941798942
12436.0,1,509.01,31.813125,211,2011-09-01 12:09:00,2011-09-01 12:09:00,16,1,509.01
12437.0,19,9167.220000000001,45.60805970149254,2928,2011-01-12 14:13:00,2011-12-08 11:35:00,119,330,27.77945454545455
12438.0,2,2906.85,29.66173469387755,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,84,126,23.070238095238093
12441.0,1,173.55,15.77727272727273,121,2010-12-08 10:45:00,2010-12-08 10:45:00,11,1,173.55
12442.0,1,172.06,14.338333333333333,182,2011-12-06 14:22:00,2011-12-06 14:22:00,12,1,172.06
12444.0,5,5025.36,28.39186440677966,1155,2011-06-21 14:00:00,2011-11-18 13:23:00,138,150,33.502399999999994
12445.0,1,133.4,33.35,62,2011-11-17 18:43:00,2011-11-17 18:43:00,4,1,133.4
12446.0,1,1003.5600000000001,17.302758620689655,352,2011-10-13 12:50:00,2011-10-13 12:50:00,58,1,1003.5600000000001
12447.0,1,476.49,18.326538461538462,190,2011-04-10 13:25:00,2011-04-10 13:25:00,26,1,476.49
12448.0,1,449.45,20.429545454545455,243,2011-10-26 13:46:00,2011-10-26 13:46:00,22,1,449.45
12449.0,4,4067.29,21.294712041884818,1553,2011-06-05 15:37:00,2011-11-17 13:46:00,118,165,24.650242424242425
12450.0,2,197.88,24.735,128,2011-06-19 14:36:00,2011-07-06 14:41:00,7,18,10.993333333333332
12451.0,6,9137.52,25.73949295774648,6695,2011-01-19 09:05:00,2011-11-29 08:40:00,265,314,29.100382165605097
12452.0,3,432.57,18.807391304347824,187,2011-11-23 08:05:00,2011-11-23 10:28:00,21,1,432.57
12453.0,1,707.09,16.443953488372095,473,2011-07-28 14:08:00,2011-07-28 14:08:00,43,1,707.09
12454.0,2,7056.679999999999,235.22266666666664,2012,2011-10-14 17:13:00,2011-10-17 15:07:00,15,3,2352.2266666666665
12455.0,6,2466.86,27.409555555555556,2089,2011-02-16 09:56:00,2011-09-27 15:31:00,85,224,11.012767857142858
12456.0,4,3208.19,24.86968992248062,1650,2011-03-30 09:12:00,2011-10-26 14:41:00,105,211,15.204691943127962
12457.0,12,2816.33,41.41661764705882,993,2011-04-14 18:57:00,2011-10-12 13:46:00,53,181,15.559834254143645
12458.0,2,947.4,24.931578947368422,506,2011-02-28 10:55:00,2011-09-29 15:25:00,35,214,4.427102803738317
12461.0,2,826.88,23.62514285714286,287,2011-07-08 10:23:00,2011-09-06 16:57:00,35,61,13.555409836065573
12462.0,4,1255.17,17.432916666666667,558,2011-02-09 14:44:00,2011-12-07 14:02:00,51,301,4.17
12463.0,7,1385.93,15.749204545454546,795,2011-04-12 12:47:00,2011-10-24 13:43:00,66,196,7.071071428571429
12464.0,8,1212.05,41.79482758620689,112,2011-02-03 13:30:00,2011-11-29 13:33:00,6,300,4.040166666666667
12465.0,3,750.49,14.71549019607843,483,2011-06-23 13:37:00,2011-12-02 11:34:00,46,162,4.632654320987655
12468.0,3,735.0400000000001,18.376,368,2011-01-27 13:29:00,2011-07-19 13:42:00,36,174,4.224367816091955
12471.0,49,20907.18,39.37322033898305,8459,2010-12-02 10:37:00,2011-12-07 15:43:00,152,371,56.35358490566038
12472.0,13,6914.74,17.684757033248083,4276,2010-12-01 14:33:00,2011-11-09 11:33:00,226,343,20.159591836734695
12473.0,9,5028.87,28.094245810055867,2515,2011-06-01 10:15:00,2011-11-10 13:48:00,140,163,30.851963190184048
12474.0,30,7635.11,16.70702407002188,4930,2010-12-06 12:00:00,2011-11-22 14:39:00,253,352,21.69065340909091
12475.0,1,723.38,20.093888888888888,535,2011-10-17 10:10:00,2011-10-17 10:10:00,36,1,723.38
12476.0,20,7086.26,26.84189393939394,2479,2010-12-13 14:37:00,2011-12-08 14:08:00,177,360,19.684055555555556
12477.0,9,13322.47,43.25477272727272,3686,2011-02-01 11:09:00,2011-11-17 09:51:00,192,289,46.09851211072664
12478.0,1,680.99,18.91638888888889,236,2011-12-06 09:56:00,2011-12-06 09:56:00,36,1,680.99
12479.0,3,577.1,16.48857142857143,419,2011-11-28 13:26:00,2011-12-06 09:25:00,31,8,72.1375
12480.0,4,3281.63,21.309285714285714,1707,2011-01-07 15:27:00,2011-11-11 14:52:00,129,308,10.654642857142857
12481.0,11,5601.78,25.69623853211009,3318,2010-12-09 10:13:00,2011-11-17 08:29:00,150,343,16.331720116618076
12483.0,13,2642.83,32.62753086419753,1123,2011-01-04 14:20:00,2011-11-22 17:03:00,46,323,8.182136222910216
12484.0,8,4588.17,13.109057142857143,2197,2011-01-07 14:04:00,2011-11-07 11:37:00,256,304,15.092664473684211
12488.0,3,1298.66,23.612000000000002,529,2011-09-25 10:34:00,2011-11-30 08:50:00,46,66,19.67666666666667
12489.0,1,334.93,22.328666666666667,105,2011-01-07 13:13:00,2011-01-07 13:13:00,15,1,334.93
12490.0,10,5417.93,22.114,3064,2011-01-14 09:13:00,2011-12-04 16:07:00,131,325,16.670553846153847
12491.0,1,460.40000000000003,17.70769230769231,260,2011-11-01 12:18:00,2011-11-01 12:18:00,25,1,460.40000000000003
12492.0,2,263.21000000000004,13.160500000000003,192,2011-08-26 14:51:00,2011-10-07 15:15:00,19,43,6.121162790697675
12493.0,3,450.69,19.59521739130435,208,2011-05-26 14:53:00,2011-06-27 10:17:00,20,32,14.0840625
12494.0,13,1352.8500000000001,16.105357142857144,724,2010-12-09 11:31:00,2011-11-30 09:21:00,63,356,3.8001404494382025
12497.0,1,1043.1,74.50714285714285,1236,2011-09-19 12:29:00,2011-09-19 12:29:00,14,1,1043.1
12498.0,3,403.70000000000005,17.55217391304348,159,2011-10-13 09:30:00,2011-11-18 12:53:00,21,37,10.910810810810812
12500.0,13,4309.37,66.298,2685,2011-01-10 09:48:00,2011-11-16 16:20:00,34,311,13.856495176848874
12501.0,2,2249.1,14.056875,1844,2011-01-07 12:28:00,2011-01-28 13:54:00,149,22,102.23181818181818
12502.0,5,3723.87,25.332448979591835,820,2011-02-03 10:41:00,2011-09-05 11:52:00,102,215,17.32032558139535
12503.0,1,1126.0,1126.0,1,2011-01-06 11:51:00,2011-01-06 11:51:00,1,1,1126.0
12504.0,4,850.0999999999999,56.673333333333325,129,2011-11-09 14:56:00,2011-11-21 16:02:00,6,13,65.39230769230768
12505.0,1,4.5,4.5,1,2011-02-11 13:39:00,2011-02-11 13:39:00,1,1,4.5
12506.0,1,73.5,3.1956521739130435,23,2011-04-21 08:54:00,2011-04-21 08:54:00,23,1,73.5
12507.0,4,1398.31,60.796086956521734,916,2011-02-14 09:24:00,2011-07-28 17:09:00,19,165,8.47460606060606
12508.0,2,398.27,5.772028985507246,272,2011-11-10 16:27:00,2011-11-13 15:37:00,57,3,132.75666666666666
12509.0,1,176.5,25.214285714285715,55,2011-02-28 14:45:00,2011-02-28 14:45:00,7,1,176.5
12510.0,2,982.5699999999999,29.774848484848484,353,2011-01-18 14:04:00,2011-07-20 10:15:00,29,183,5.369234972677595
12512.0,2,138.03,4.059705882352941,99,2011-10-04 14:53:00,2011-10-04 14:55:00,31,1,138.03
12513.0,2,637.79,17.716388888888886,468,2011-08-19 10:51:00,2011-09-16 12:45:00,35,29,21.992758620689653
12514.0,1,1017.68,19.954509803921567,440,2011-03-17 16:38:00,2011-03-17 16:38:00,51,1,1017.68
12515.0,1,383.7,23.98125,131,2010-12-21 15:43:00,2010-12-21 15:43:00,16,1,383.7
12516.0,2,1312.06,50.46384615384615,875,2011-06-12 11:37:00,2011-09-23 09:13:00,20,103,12.738446601941748
12517.0,6,2540.79,8.883881118881119,1394,2011-06-02 15:13:00,2011-11-11 14:04:00,232,162,15.68388888888889
12518.0,5,2056.89,16.58782258064516,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,84,110,18.698999999999998
12519.0,1,340.84,18.935555555555553,183,2011-10-07 09:26:00,2011-10-07 09:26:00,17,1,340.84
12520.0,6,2686.01,17.329096774193548,1448,2011-03-11 11:35:00,2011-09-21 15:23:00,121,195,13.774410256410258
12521.0,1,599.68,15.781052631578946,309,2011-07-20 10:51:00,2011-07-20 10:51:00,38,1,599.68
12522.0,2,192.72,16.06,194,2011-10-19 14:41:00,2011-10-31 15:30:00,11,13,14.824615384615385
12523.0,13,1833.97,16.672454545454546,869,2011-01-12 09:43:00,2011-12-08 11:46:00,84,331,5.540694864048339
12524.0,8,4485.72,31.150833333333335,3699,2011-01-10 10:35:00,2011-11-30 15:31:00,113,325,13.802215384615385
12526.0,3,1316.66,18.54450704225352,632,2011-09-06 14:19:00,2011-12-09 12:09:00,64,94,14.007021276595745
12527.0,3,348.71000000000004,19.37277777777778,234,2011-01-18 12:05:00,2011-09-19 11:55:00,18,244,1.4291393442622953
12528.0,8,1944.68,20.470315789473684,762,2011-01-31 09:05:00,2011-11-30 14:40:00,50,304,6.3969736842105265
12530.0,5,1700.93,25.013676470588237,926,2011-01-07 10:04:00,2011-10-11 12:34:00,51,278,6.118453237410072
12531.0,1,125.22,7.365882352941177,45,2011-11-25 11:12:00,2011-11-25 11:12:00,17,1,125.22
12532.0,1,349.83000000000004,21.864375000000003,153,2011-11-09 13:47:00,2011-11-09 13:47:00,16,1,349.83000000000004
12534.0,1,1089.18,17.28857142857143,651,2011-08-01 10:26:00,2011-08-01 10:26:00,63,1,1089.18
12535.0,2,716.35,21.069117647058825,219,2011-06-06 12:47:00,2011-09-09 08:48:00,28,95,7.5405263157894735
12536.0,5,21096.84,77.2778021978022,2954,2011-10-11 14:52:00,2011-12-02 12:43:00,260,52,405.70846153846156
12538.0,1,363.95,17.33095238095238,191,2011-11-10 17:16:00,2011-11-10 17:16:00,21,1,363.95
12539.0,5,7284.2,26.584671532846716,2068,2011-01-10 09:11:00,2011-11-17 13:30:00,158,312,23.34679487179487
12540.0,19,13491.44,28.04873180873181,6693,2010-12-13 09:39:00,2011-11-20 11:31:00,278,343,39.333644314868806
12541.0,3,981.18,18.868846153846153,680,2011-03-04 09:32:00,2011-11-10 10:40:00,46,252,3.8935714285714282
12544.0,2,389.7,19.485,140,2011-11-03 16:15:00,2011-11-10 11:12:00,19,7,55.67142857142857
12545.0,2,1000.39,20.0078,523,2011-03-25 12:04:00,2011-09-25 13:39:00,42,185,5.407513513513513
12546.0,3,1181.5,16.87857142857143,649,2011-09-23 09:44:00,2011-10-24 12:09:00,59,32,36.921875
12547.0,2,207.79999999999998,25.974999999999998,134,2011-03-04 12:46:00,2011-05-26 12:38:00,7,83,2.503614457831325
12548.0,1,95.19999999999999,19.04,49,2011-06-26 15:35:00,2011-06-26 15:35:00,5,1,95.19999999999999
12550.0,1,964.83,16.92684210526316,569,2011-09-21 14:35:00,2011-09-21 14:35:00,57,1,964.83
12551.0,1,168.0,16.8,100,2010-12-17 11:23:00,2010-12-17 11:23:00,10,1,168.0
12552.0,2,437.82,21.891,88,2011-10-31 12:11:00,2011-11-01 10:02:00,20,1,437.82
12553.0,14,3732.31,19.042397959183674,2006,2011-01-14 10:42:00,2011-12-01 16:38:00,95,322,11.591024844720497
12556.0,2,603.71,4.989338842975207,358,2011-07-11 13:35:00,2011-10-20 13:06:00,100,101,5.9773267326732675
12557.0,5,11990.960000000001,363.36242424242425,4384,2010-12-03 12:20:00,2011-11-23 16:59:00,15,356,33.68247191011236
12558.0,2,539.92,24.54181818181818,392,2011-12-02 10:41:00,2011-12-08 10:14:00,11,6,89.98666666666666
12559.0,3,587.21,26.691363636363636,285,2011-01-24 10:12:00,2011-02-02 09:49:00,21,9,65.24555555555555
12560.0,4,2166.63,19.51918918918919,1142,2011-07-19 15:55:00,2011-12-04 13:54:00,92,138,15.70021739130435
12561.0,1,238.85,14.928125,177,2011-02-10 11:39:00,2011-02-10 11:39:00,16,1,238.85
12562.0,7,3781.7400000000002,22.510357142857146,1779,2011-05-25 12:44:00,2011-12-01 17:20:00,99,191,19.79968586387435
12564.0,1,456.9,21.757142857142856,133,2011-03-23 14:55:00,2011-03-23 14:55:00,21,1,456.9
12565.0,2,160.67,16.067,85,2011-02-24 10:34:00,2011-03-03 11:43:00,9,8,20.08375
12566.0,2,356.6,17.830000000000002,266,2011-09-14 14:30:00,2011-09-28 09:57:00,19,14,25.47142857142857
12567.0,11,9687.62,20.923585313174947,4521,2010-12-05 11:57:00,2011-11-17 11:02:00,323,347,27.91821325648415
12569.0,35,4184.39,21.907801047120422,1809,2011-04-01 13:47:00,2011-12-07 16:24:00,92,251,16.670876494023904
12571.0,2,519.61,15.28264705882353,523,2011-08-10 12:35:00,2011-10-31 10:19:00,31,82,6.336707317073171
12572.0,3,1036.1200000000001,16.71161290322581,454,2011-10-19 08:20:00,2011-12-01 09:20:00,53,44,23.54818181818182
12573.0,1,160.54000000000002,5.733571428571429,84,2011-04-26 15:52:00,2011-04-26 15:52:00,26,1,160.54000000000002
12574.0,1,218.45,19.85909090909091,61,2011-01-28 09:20:00,2011-01-28 09:20:00,11,1,218.45
12576.0,6,1324.68,14.884044943820225,970,2011-02-08 11:31:00,2011-11-04 10:11:00,72,269,4.9244609665427514
12577.0,4,720.2,4.866216216216216,478,2010-12-15 16:21:00,2011-11-04 13:28:00,137,324,2.2228395061728397
12578.0,4,2835.66,23.630499999999998,1221,2011-01-05 10:46:00,2011-11-18 13:30:00,112,318,8.917169811320754
12579.0,3,470.12,15.165161290322581,292,2011-09-22 17:15:00,2011-09-27 13:57:00,29,5,94.024
12580.0,1,415.7,17.320833333333333,238,2011-04-07 10:24:00,2011-04-07 10:24:00,24,1,415.7
12581.0,1,197.71,13.180666666666667,161,2011-10-31 08:56:00,2011-10-31 08:56:00,15,1,197.71
12582.0,2,511.36,23.243636363636366,300,2011-02-24 11:42:00,2011-04-15 08:45:00,21,50,10.2272
12583.0,18,7375.42,29.38414342629482,5111,2010-12-01 08:45:00,2011-12-07 08:07:00,115,371,19.879838274932613
12584.0,18,2782.35,22.082142857142856,478,2011-03-04 15:15:00,2011-12-06 09:35:00,44,277,10.044584837545125
12585.0,4,2097.39,21.622577319587627,1300,2010-12-23 12:58:00,2011-04-19 13:39:00,77,118,17.774491525423727
12586.0,2,213.94000000000003,17.828333333333337,81,2010-12-06 09:31:00,2011-11-22 16:24:00,12,352,0.607784090909091
12587.0,1,144.0,36.0,51,2011-12-02 12:47:00,2011-12-02 12:47:00,4,1,144.0
12588.0,1,214.89999999999998,21.49,53,2011-10-31 15:01:00,2011-10-31 15:01:00,10,1,214.89999999999998
12589.0,2,646.68,18.47657142857143,306,2011-07-18 12:05:00,2011-11-11 10:19:00,29,116,5.574827586206896
12590.0,3,9867.14,140.95914285714284,4287,2011-05-12 14:46:00,2011-06-02 14:25:00,68,21,469.8638095238095
12591.0,1,452.84999999999997,17.41730769230769,228,2011-01-26 14:35:00,2011-01-26 14:35:00,26,1,452.84999999999997
12592.0,2,437.6,24.311111111111114,290,2011-05-10 13:44:00,2011-09-08 15:04:00,11,122,3.5868852459016396
12593.0,3,418.09999999999997,19.909523809523808,206,2011-05-05 09:29:00,2011-08-23 12:43:00,14,111,3.766666666666666
12594.0,11,3356.2200000000003,28.20352941176471,1778,2011-01-21 09:52:00,2011-11-02 12:20:00,50,286,11.735034965034966
12596.0,2,618.27,22.898888888888887,474,2011-04-11 13:22:00,2011-10-19 13:02:00,25,191,3.237015706806283
12597.0,5,3939.31,18.40799065420561,2285,2011-03-16 14:00:00,2011-11-20 13:33:00,184,249,15.820522088353414
12598.0,9,3043.48,22.883308270676693,1988,2011-02-28 11:58:00,2011-11-30 12:18:00,84,276,11.027101449275362
12599.0,7,1032.58,16.654516129032256,956,2011-02-08 13:28:00,2011-11-10 13:34:00,32,276,3.741231884057971
12600.0,11,2617.04,40.26215384615384,775,2010-12-03 12:57:00,2011-11-11 10:29:00,32,343,7.629854227405247
12601.0,6,584.5600000000001,20.157241379310346,246,2011-01-11 10:38:00,2011-06-03 10:17:00,21,143,4.087832167832168
12602.0,1,153.12,12.76,162,2011-10-12 11:22:00,2011-10-12 11:22:00,12,1,153.12
12603.0,1,779.66,259.88666666666666,64,2011-11-18 10:42:00,2011-11-18 10:42:00,3,1,779.66
12604.0,2,254.18,15.88625,201,2011-03-23 12:06:00,2011-09-21 14:08:00,15,183,1.38896174863388
12605.0,1,7.5,2.5,4,2010-12-09 15:41:00,2010-12-09 15:41:00,3,1,7.5
12607.0,2,3159.02,15.63871287128713,2456,2011-10-10 16:06:00,2011-10-12 16:17:00,101,3,1053.0066666666667
12609.0,3,1126.85,18.78083333333333,648,2011-01-25 15:13:00,2011-09-22 16:34:00,57,241,4.6757261410788375
12610.0,7,2141.09,19.2890990990991,1070,2011-08-05 13:52:00,2011-11-17 09:34:00,85,104,20.587403846153848
12611.0,1,1193.32,18.35876923076923,846,2011-10-18 13:12:00,2011-10-18 13:12:00,65,1,1193.32
12612.0,2,764.49,36.40428571428571,273,2011-09-26 15:35:00,2011-10-13 12:12:00,19,17,44.97
12613.0,6,3469.78,21.286993865030677,1692,2011-03-22 15:42:00,2011-11-08 13:30:00,124,231,15.020692640692642
12614.0,1,315.6,15.780000000000001,76,2011-03-07 10:22:00,2011-03-07 10:22:00,20,1,315.6
12615.0,4,2291.19,21.820857142857143,1376,2011-06-24 13:35:00,2011-12-07 15:02:00,82,167,13.719700598802396
12616.0,5,769.35,21.370833333333334,295,2011-02-15 14:17:00,2011-09-15 17:02:00,25,213,3.6119718309859157
12617.0,1,355.53,8.465,213,2011-11-10 14:39:00,2011-11-10 14:39:00,39,1,355.53
12618.0,1,177.31,16.11909090909091,96,2011-11-18 11:10:00,2011-11-18 11:10:00,11,1,177.31
12619.0,13,4067.67,42.817578947368425,3402,2011-03-31 13:10:00,2011-11-23 14:52:00,50,238,17.091050420168067
12620.0,3,1339.41,14.558804347826088,1181,2011-05-19 12:10:00,2011-11-25 10:20:00,89,190,7.049526315789474
12621.0,23,13767.27,29.04487341772152,7476,2010-12-09 10:16:00,2011-12-08 11:25:00,261,365,37.71854794520548
12622.0,1,180.1,16.37272727272727,69,2011-04-21 16:39:00,2011-04-21 16:39:00,11,1,180.1
12623.0,1,305.1,16.950000000000003,191,2011-03-08 13:50:00,2011-03-08 13:50:00,18,1,305.1
12624.0,2,641.13,16.87184210526316,355,2011-06-15 12:34:00,2011-08-25 15:04:00,36,72,8.904583333333333
12625.0,3,2753.32,30.256263736263737,1647,2011-01-24 13:27:00,2011-05-12 09:54:00,74,108,25.493703703703705
12626.0,13,6852.61,22.321205211726383,3556,2011-01-17 11:01:00,2011-11-16 16:06:00,232,304,22.541480263157894
12627.0,7,4478.53,19.47186956521739,2752,2011-07-22 13:59:00,2011-11-29 12:07:00,162,130,34.450230769230764
12628.0,4,803.3100000000001,18.681627906976747,451,2011-10-06 09:28:00,2011-12-05 13:15:00,34,61,13.169016393442623
12630.0,2,1270.88,19.8575,548,2011-10-27 10:41:00,2011-11-30 10:48:00,60,35,36.310857142857145
12631.0,1,640.5,20.661290322580644,236,2011-10-13 13:53:00,2011-10-13 13:53:00,31,1,640.5
